	Wikipedia movie ID	Movie name	Release date	Box office revenue	Year	Week	Dominant_category
10602	9383602	The Naked Edge	1961-06-30		1961	26	crime
10603	3159121	Confidence	2003-01-20		2003	4	crime
10604	10875573	The Devil and Daniel Webster	1941-10-29		1941	44	children
10605	25758881	Little Tokyo, U.S.A.	1942-08-14		1942	33	crime
10606	27397002	Answers to Nothing	2011-09-22		2011	38	children
10607	5644502	Pink Cadillac	1989-05-26	12143484.0	1989	21	family
10608	18780551	Payment Deferred	1932-11-07		1932	45	family
10609	2821645	Stanley and Iris	1990-02-09	5816000.0	1990	6	children
10610	9459814	Jet Pilot	1957-10-11		1957	41	traveling
10611	22734911	The Helicopter Spies	1968-06-21		1968	25	death
10612	28314445	Hold That Hypnotist	1957-03-10		1957	10	children
10613	2173985	The Cheap Detective	1978-06-23	28221552.0	1978	25	crime
10614	8267687	Spy Smasher	1942-04-04		1942	14	kill
10615	17985706	Child of Manhattan	1933-02-11		1933	6	family
10616	1352821	The War at Home	1996-11-20	44722.0	1996	47	family
10617	10499250	Man Hunt	1941-06-13		1941	24	death
10618	2422489	Yellow Submarine	1968-06-06		1968	23	party
10619	17126231	The Unholy	1988-04-22		1988	16	children
10620	2030233	What Ever Happened to Baby Jane?	1962-10-31		1962	44	home
10621	1394167	100 Girls	2001-09-25		2001	39	children
10622	234382	Elephant	2003-05-18	10020543.0	2003	20	kill
10623	23471953	The Trojan Women	1971-09-27		1971	39	death
10624	4091030	Without Evidence	1995-10-12		1995	41	crime
10625	3296177	Virus	1999-01-14	30652005.0	1999	2	home
10626	6394318	Simple Men	1992-09-15		1992	38	children
10627	26768675	How Do You Know	2010-12-17	48668907.0	2010	50	children
10628	12545744	Darkman II: The Return of Durant	1995-07-11		1995	28	crime
10629	6590245	Big Bully	1996-01-26	2042530.0	1996	4	family
10630	7676315	The Haunted World of El Superbeasto	2009-09-22		2009	39	family
10631	3617741	Rockers	1978-01-01		1978	52	crime
10632	3278100	3 Ninjas Kick Back	1994-05-06	11798854.0	1994	18	children
10633	454223	Pretty in Pink	1986-02-28	40471663.0	1986	9	party
10634	6210306	The Miracle Man	1919-08-29		1919	35	family
10635	9316911	Man Made Monster	1941-03-28		1941	13	negative_emotion
10636	254269	Bill & Ted's Bogus Journey	1991-07-19	38037513.0	1991	29	negative_emotion
10637	62111	Dark Victory	1939-04-22		1939	16	wedding
10638	1289336	The Replacement Killers	1998-02-06		1998	6	crime
10639	27459696	The Lonely Profession	1969-10-21		1969	43	crime
10640	2267635	How to Murder Your Wife	1965-09-20		1965	38	wedding
10641	14326973	The Truce	1997-02-10		1997	7	traveling
10642	5484444	Sweet November	1968-02-08		1968	6	traveling
10643	6916204	Big Girls Don't Cry... They Get Even	1992-05-08	271327.0	1992	19	party
10644	5989608	Wild Things 2	2004-02-23		2004	9	family
10645	7889019	Snow Blind	2006-12-08		2006	49	death
10646	2111318	I Walked with a Zombie	1943-04-21		1943	16	children
10647	2987324	Go West	1940-12-06		1940	49	death
10648	33550853	The Ice House	1997-04-04		1997	14	crime
10649	27380492	A Name for Evil	1973-01-01		1973	1	family
10650	5884329	Dramatic School	1938-12-09		1938	49	party
10651	4430454	Gus	1976-07-07	21873000.0	1976	28	children
10652	473273	Jurassic Park III	2001-07-18	368780809.0	2001	29	traveling
10653	5693644	Bonnie Scotland	1935-08-23		1935	34	traveling
10654	4751590	Helpmates	1932-01-23		1932	3	family
10655	14870122	Cheese It, the Cat!	1957-05-04		1957	18	home
10656	10286685	Jim Thorpe -- All-American	1951-08-24	1550000.0	1951	34	children
10657	23894804	Belle Starr	1941-09-12		1941	37	wedding
10658	77665	The More the Merrier	1943-03-26		1943	12	traveling
10659	2542546	He Who Gets Slapped	1924-12-22		1924	52	family
10660	600209	Kalifornia	1993-09-03	2395231.0	1993	35	crime
10661	4616725	Ernest Rides Again	1993-01-01		1993	53	death
10662	7394823	The Steel Helmet	1951-02-02	6000000.0	1951	5	death
10663	1619410	Bushwhacked	1995-08-04	7919823.0	1995	31	negative_emotion
10664	26166969	V.I. Warshawski	1991-07-26	11128309.0	1991	30	crime
10665	1129009	Re-Animator	1985-10-18	2023414.0	1985	42	kill
10666	8528824	Altered	2006-01-01		2006	52	party
10667	2760461	Happily N'Ever After	2007-01-05	38085778.0	2007	1	wedding
10668	3990404	Hounddog	2007-01-22	131961.0	2007	4	family
10669	9652303	Home Town Story	1951-05-18		1951	20	children
10670	27022158	A Family Underground	2009-05-12		2009	20	party
10671	1009560	Wicker Park	2004-09-03	21568818.0	2004	36	traveling
10672	31640449	Playback	2012-02-08		2012	6	kill
10673	19410823	Bear Facts	1938-03-05		1938	9	children
10674	12674456	Valdez Is Coming	1971-04-09		1971	14	negative_emotion
10675	29434198	Midnight Son	2011-03-04		2011	9	crime
10676	6194624	Header	2006-08-12		2006	32	family
10677	18557182	Ain't She Tweet	1952-06-21		1952	25	home
10678	21971893	The Divine Woman	1928-01-14		1928	2	children
10679	2952395	Dangerous Beauty	1998-02-20	4553271.0	1998	8	family
10680	291610	Drugstore Cowboy	1989-09-09	4729352.0	1989	36	traveling
10681	4012556	Ernest Scared Stupid	1991-10-11	14143280.0	1991	41	children
10682	20591333	The Good Life	2007-01-20		2007	3	children
10683	11682101	Space Chimps	2008-07-18	64834964.0	2008	29	family
10684	9122363	College Humor	1933-07-05		1933	27	family
10685	32390582	Buck	2011-01-21	3400000.0	2011	3	family
10686	17026195	Down Came a Blackbird	1995-10-22		1995	42	death
10687	28000044	Legendary	2010-09-09	200393.0	2010	36	family
10688	598346	Capturing the Friedmans	2003-01-17		2003	3	family
10689	25829151	Hollow Point	1996-10-21		1996	43	wedding
10690	1417586	Falling from Grace	1992-02-21		1992	8	family
10691	3569957	Monkey Shines	1988-07-29		1988	30	kill
10692	2001301	The Glass Bottom Boat	1966-06-09	9200000.0	1966	23	party
10693	12507175	The Duchess	2008-09-03	43306325.0	2008	36	family
10694	627935	Mark of the Vampire	1935-04-26		1935	17	kill
10695	99454	Patton	1970-03-26	61749765.0	1970	13	wedding
10696	187107	The Star	1952-12-11	1000000.0	1952	50	children
10697	30092412	Blueberry Hill	1988-12-02		1988	48	children
10698	17848676	An American Carol	2008-10-03	7013191.0	2008	40	death
10699	2918585	Uncommon Valor	1983-12-16		1983	50	death
10700	15098674	The Accused	1949-01-14		1949	2	negative_emotion
10701	11064164	Capone	1975-04-16		1975	16	crime
10702	1125221	National Lampoon's Christmas Vacation	1989-12-01	71319546.0	1989	48	family
10703	24179542	The Lorax	1972-02-14		1972	7	children
10704	9322953	Deadwater	2008-05-20		2008	21	crime
10705	26303157	Kept Husbands	1931-02-22		1931	8	home
10706	27924680	Deeper and Deeper	2010-04-26		2010	17	home
10707	1017863	Velocity Trap	1999-02-22		1999	8	crime
10708	1591979	Inside Daisy Clover	1966-02-17		1966	7	home
10709	2259030	Tarzan the Ape Man	1932-03-25	2540000.0	1932	12	family
10710	2444093	Æon Flux	2005-12-01	52304001.0	2005	48	death
10711	17441941	Plain Clothes	1988-01-01	289323.0	1988	53	crime
10712	13239722	Sex and the City: The Movie	2008-05-12	415253641.0	2008	20	wedding
10713	2698486	The Shaggy Dog	2006-03-10	87134280.0	2006	10	family
10714	2508308	Romeo Is Bleeding	1993-09-13	3275865.0	1993	37	death
10715	6575394	Lords of the Deep	1989-04-21		1989	16	negative_emotion
10716	26250950	The Last Hurrah	2010-02-23		2010	8	party
10717	1745339	A Lot Like Love	2005-04-21	42886719.0	2005	16	party
10718	21874997	Wife, Husband and Friend	1939-02-25		1939	8	wedding
10719	1365530	The Young Philadelphians	1959-05-30		1959	22	family
10720	1997332	The Prince and the Showgirl	1957-06-13	1500000.0	1957	24	wedding
10721	10034391	I Accuse My Parents	1944-10-27		1944	43	home
10722	1788654	Novocaine	2001-09-08		2001	36	death
10723	3870653	The Last Man on Earth	1924-11-02		1924	44	children
10724	5828821	The Gendarme in New York	1965-10-29		1965	43	traveling
10725	23637180	Desert Bloom	1986-01-22		1986	4	children
10726	828607	Savior	1998-11-20		1998	47	children
10727	5388717	I'm Not There	2007-09-03	11523779.0	2007	36	traveling
10728	685832	Innerspace	1987-07-01	25893810.0	1987	27	kill
10729	22806041	The Smiling Ghost	1941-09-06		1941	36	family
10730	4746060	Blow Dry	2001-03-01	50123.0	2001	9	family
10731	5453093	Waco	1966-09-01		1966	35	death
10732	36467408	Cinderella Meets Fella	1938-12-08		1938	49	party
10733	14979283	10 to Midnight	1983-03-11	7175592.0	1983	10	crime
10734	669480	The Company	2003-09-10		2003	37	negative_emotion
10735	1152416	Antitrust	2001-01-12	18195610.0	2001	2	crime
10736	5451497	Strange Wilderness	2008-02-01	6964734.0	2008	5	party
10737	26738943	Thor: Tales of Asgard	2011-05-17		2011	20	traveling
10738	223902	Klute	1971-06-21	12512637.0	1971	25	crime
10739	9013078	A Time of Destiny	1988-04-22		1988	16	family
10740	223904	Mary, Queen of Scots	1971-12-22		1971	51	wedding
10741	20388612	The Secret Invasion	1964-09-16		1964	38	kill
10742	1576720	Saboteur	1942-04-22		1942	17	traveling
10743	18238496	Go Go Amigo	1965-11-20		1965	46	party
10744	31744411	Politics of Love	2011-08-26		2011	34	family
10745	5292154	Hellboy 2: The Golden Army	2008-07-11	160388063.0	2008	28	children
10746	15713038	Jennifer's Body	2009-09-10	31556061.0	2009	37	kill
10747	22370434	Wubb Idol	2009-05-01		2009	18	party
10748	703807	Mighty Morphin' Power Rangers: The Movie	1995-06-30	66433194.0	1995	26	kill
10749	2421352	The Questor Tapes	1974-01-23		1974	4	traveling
10750	1591831	Lonelyhearts	1958-01-01		1958	1	wedding
10751	1549991	Slums of Beverly Hills	1998-05-21		1998	21	family
10752	1724301	Turner & Hooch	1989-07-28	71079915.0	1989	30	crime
10753	17981954	Bart Got a Room	2008-04-25		2008	17	party
10754	6858830	Captivity	2007-07-13	10921200.0	2007	28	kill
10755	7758260	Outlander	2008-05-16	7033683.0	2008	20	kill
10756	1752246	Live Free or Die Hard	2007-06-12	383531464.0	2007	24	crime
10757	20747730	If You Could Say It in Words	2008-10-08		2008	41	death
10758	2828905	Alice in Wonderland	1999-02-28		1999	8	party
10759	29760708	Dark Mountain	2013-10-27		2013	43	wedding
10760	24479155	The Sporting Venus	1925-04-13		1925	16	wedding
10761	9231313	Desperate Journey	1942-09-25		1942	39	traveling
10762	341399	Revenge of the Nerds	1984-07-20	60400000.0	1984	29	party
10763	3548254	Snowboard Academy	1997-07-16		1997	29	family
10764	9894962	The Mahabharata	1989-09-28		1989	39	children
10765	1416847	The Power and the Glory	1933-10-06	563323.0	1933	40	death
10766	1546168	Heaven & Earth	1993-12-13		1993	50	wedding
10767	1385911	Category 6: Day of Destruction	2004-11-14		2004	46	traveling
10768	3954917	The Amityville Horror	1979-07-27	86432520.0	1979	30	home
10769	22559651	Splendor in the Grass	1981-10-26		1981	44	children
10770	3182458	Tales of Manhattan	1942-08-05		1942	32	crime
10771	11414473	Finding Forrester	2000-12-19	80701064.0	2000	51	home
10772	27098	Star Trek II: The Wrath of Khan	1982-06-04	97000000.0	1982	22	kill
10773	8208607	The Castaways on Gilligan's Island	1979-05-03		1979	18	traveling
10774	27097	Star Trek: First Contact	1996-11-18	146027888.0	1996	47	negative_emotion
10775	663968	Killing Zoe	1994-08-19	418961.0	1994	33	party
10776	17593898	Honeysuckle Rose	1980-07-18	17815212.0	1980	29	family
10777	2471946	Nocturne	1946-11-09		1946	45	crime
10778	14671645	The Pride of St. Louis	1952-01-01	1650000.0	1952	1	family
10779	17286344	Page Miss Glory	1935-09-07		1935	36	wedding
10780	3000097	Winning London	2001-03-27		2001	13	children
10781	23986951	House of Secrets	1936-10-28		1936	44	party
10782	1482871	The Spiral Staircase	1946-02-06		1946	6	children
10783	32046760	A Holiday Engagement	2011-11-28		2011	48	family
10784	1482874	Saratoga Trunk	1945-11-21		1945	47	family
10785	4476985	Private Lessons	1980-08-26		1980	35	family
10786	27405104	Titanic II	2010-08-07		2010	31	negative_emotion
10787	7460316	Saving Grace	2000-01-24		2000	4	children
10788	188902	Gangs of New York	2002-12-09	193772504.0	2002	50	kill
10789	1373876	My Family	1995-05-03		1995	18	family
10790	1568673	Between Showers	1914-02-28		1914	9	children
10791	23947773	Balalaika	1939-12-29		1939	52	party
10792	14144273	Riding with Buffalo Bill	1954-11-11		1954	45	crime
10793	422269	Contact	1997-07-11	171120329.0	1997	28	traveling
10794	7451098	Cellar Dweller	1988-09-20		1988	38	death
10795	33300657	YellowBrickRoad	2010-01-23		2010	3	crime
10796	1660517	Alfalfa's Aunt	1939-01-07		1939	1	family
10797	5847229	Firestorm	1998-01-07		1998	2	crime
10798	3828251	Forces of Nature	1999-03-12	93888185.0	1999	10	traveling
10799	4472408	Camille	1921-09-26		1921	39	death
10800	12190400	Outlaw Blues	1977-07-15		1977	28	crime
10801	11351541	Pursuit to Algiers	1945-10-26		1945	43	wedding
10802	8283351	King of the Carnival	1955-06-27		1955	26	kill
10803	5012787	Air Bud: Golden Receiver	1998-08-14	10224116.0	1998	33	family
10804	10394188	The Phantom President	1932-09-23		1932	38	family
10805	8094113	Pop Goes the Easel	1935-03-29		1935	13	crime
10806	22012794	The Naked and the Dead	1958-08-06		1958	32	kill
10807	17611179	Bits of Life	1921-09-26		1921	39	negative_emotion
10808	26166944	The Challenge	1970-02-10		1970	7	kill
10809	9543722	Full of It	2007-03-02	486722.0	2007	9	children
10810	10838472	That Certain Summer	1972-11-01		1972	44	family
10811	17147883	Pest of the West	2008-04-11		2008	15	negative_emotion
10812	1524739	Lianna	1983-01-18		1983	3	family
10813	5766046	Shade	2003-06-21	459098.0	2003	25	crime
10814	24507760	Rabbit, Run	1970-10-01		1970	40	family
10815	3090812	Bringing Down the House	2003-03-07	164729679.0	2003	10	children
10816	2509831	The Box	2009-09-17	32924206.0	2009	38	family
10817	26790467	Jane Eyre	2011-03-09	32153173.0	2011	10	family
10818	17884084	Open Your Eyes	1997-12-19		1997	51	wedding
10819	840058	42nd Street	1933-02-02	2250000.0	1933	5	negative_emotion
10820	2245922	The Paleface	1948-12-24		1948	52	family
10821	8124062	The Noose Hangs High	1948-03-04		1948	10	traveling
10822	13259400	Cutaway	2000-08-26		2000	34	crime
10823	13828139	Control	2004-12-07		2004	50	crime
10824	26362054	Me and the Kid	1993-10-22		1993	42	children
10825	14399937	Bumping into Broadway	1919-11-02		1919	44	children
10826	8344208	Mary and Rhoda	2000-02-07		2000	6	family
10827	23310329	Undercover	1943-07-27		1943	30	crime
10828	1141438	The Aviator	2004-12-17	213741459.0	2004	51	traveling
10829	5674562	The Love Nest	1923-03-01		1923	9	death
10830	27722599	Box of Shadows	2010-06-02		2010	22	death
10831	2742915	Texas Chainsaw Massacre: The Next Generation	1994-10-07	185898.0	1994	40	party
10832	6432572	The Covenant	2006-09-08	37597471.0	2006	36	children
10833	26108223	The Yellow Handkerchief	2009-04-11	318623.0	2009	15	family
10834	14731245	Virtue	1932-10-25		1932	43	wedding
10835	21133839	Scooby-Doo and the Samurai Sword	2009-04-07		2009	15	traveling
10836	19097189	The Last Time	2006-10-01		2006	39	negative_emotion
10837	307553	The Lion King II: Simba's Pride	1998-10-27		1998	44	children
10838	384990	Sex, Lies, and Videotape	1989-01-20	36741667.0	1989	3	home
10839	739259	Blind Date	1987-03-27	39321715.0	1987	13	wedding
10840	26651195	Ups and Downs	1937-10-09		1937	40	family
10841	24709671	The Conspirator	2010-09-11	15478800.0	2010	36	crime
10842	3177319	A Chump at Oxford	1940-02-16		1940	7	party
10843	31510651	The Great Smokey Roadblock	1977-09-07		1977	36	family
10844	4578386	I Downloaded A Ghost	2004-04-06		2004	15	party
10845	5980263	The Wonderful World of the Brothers Grimm	1962-08-07		1962	32	children
10846	12103810	Run, Run, Sweet Road Runner	1965-08-21		1965	33	negative_emotion
10847	2251076	Breakin' 2: Electric Boogaloo	1984-12-21	15101131.0	1984	51	children
10848	3383952	Girl, Interrupted	1999-12-08	48350205.0	1999	49	family
10849	19758570	Goin' Fishin'	1940-10-26		1940	43	traveling
10850	1954311	Silent Night, Deadly Night	1984-11-09	2491460.0	1984	45	children
10851	5640372	Drillbit Taylor	2008-03-20	49690625.0	2008	12	children
10852	12493840	Bang Bang You're Dead	2002-10-13		2002	41	family
10853	4648834	Pokémon: Spell Of The Unown	2001-04-06	68411275.0	2001	14	children
10854	30782658	Blonde Fever	1944-12-05		1944	49	family
10855	7332392	Satanic	2016-07-01		2016	26	death
10856	18691454	One Meat Brawl	1947-01-18		1947	3	negative_emotion
10857	7200877	Casey of the Coast Guard	1926-02-14		1926	6	death
10858	8276181	Forget Paris	1995-05-19	33177694.0	1995	20	family
10859	22285976	Devil's Angels	1967-04-14		1967	15	crime
10860	8864659	The Man Who Laughs	1928-04-27		1928	17	family
10861	29034540	My Week with Marilyn	2011-10-09	71986895.0	2011	40	traveling
10862	18295411	Atlantic City	1944-09-15		1944	37	children
10863	3612393	Johnny Angel	1945-10-25		1945	43	family
10864	3123751	Tightrope	1984-08-17	48143579.0	1984	33	crime
10865	5569839	Larceny, Inc.	1942-04-24		1942	17	crime
10866	3253210	Music From Another Room	1998-04-24		1998	17	family
10867	29840120	Grassroots	2012-06-10		2012	23	party
10868	31201599	Ted	2012-06-29	488965740.0	2012	26	death
10869	3170260	Waking the Dead	2000-01-22	327418.0	2000	3	crime
10870	221968	Getting There	2002-06-11		2002	24	children
10871	3644204	Naked Alibi	1954-10-01		1954	39	crime
10872	9143959	Woman Obsessed	1959-05-27		1959	22	children
10873	1972230	Hold the Lion, Please	1942-06-13		1942	24	kill
10874	29760380	Woman in the Dark	1934-11-09		1934	45	crime
10875	2294860	The Fortune	1975-05-20		1975	21	wedding
10876	7063029	A Plumbing We Will Go	1940-04-19		1940	16	home
10877	19367800	Street Knight	1993-03-12		1993	10	crime
10878	24159123	Shadow of Doubt	1998-04-09		1998	15	crime
10879	578001	Romancing the Stone	1984-03-30	86572238.0	1984	13	traveling
10880	21977717	The Cake Eaters	2007-04-29		2007	17	family
10881	44366	Where the Heart Is	2000-04-28		2000	17	family
10882	6121312	Mighty Joe Young	1998-12-25	50632037.0	1998	52	negative_emotion
10883	15545307	Annabelle's Wish	1997-10-21		1997	43	children
10884	16486542	Francis of Assisi	1961-07-12		1961	28	death
10885	8318237	Where the Lilies Bloom	1974-04-10		1974	15	family
10886	12344891	What's So Bad About Feeling Good?	1968-05-17		1968	20	home
10887	6748163	The Paleface	1922-01-01		1922	52	negative_emotion
10888	3644661	The Scarlet Empress	1934-05-09		1934	19	family
10889	17754203	The Onion Movie	2008-01-07		2008	2	family
10890	17683199	Ruslan	2009-05-19		2009	21	family
10891	24043885	Arthur and the Vengeance of Maltazard	2009-12-09	51133824.0	2009	50	home
10892	22199726	Sin Nombre	2009-01-18	5101756.0	2009	3	children
10893	3191060	Q	1982-10-29		1982	43	negative_emotion
10894	4977595	The Brotherhood	1968-12-01		1968	48	party
10895	1519886	Sisters	1973-03-27	1000000.0	1973	13	home
10896	5269245	The World, the Flesh and the Devil	1959-05-20		1959	21	traveling
10897	5925044	Pure Country	1992-10-23	15164458.0	1992	43	family
10898	7725128	The Miracle	2009-10-09		2009	41	family
10899	31839313	Driving Me Crazy	1991-05-16		1991	20	traveling
10900	6734632	The Seal of Nehahra	2000-08-06		2000	31	kill
10901	2420966	Tenacious D in The Pick of Destiny	2006-11-22	13908762.0	2006	47	home
10902	558970	The Secret of NIMH	1982-07-02	14665733.0	1982	26	family
10903	6284586	Winnie the Pooh and Christmas Too	1991-12-14		1991	50	party
10904	10916960	The Young Doctors	1961-08-23		1961	34	children
10905	19103898	Girls' School	1938-09-30		1938	39	children
10906	750694	Stuart Little 2	2002-07-19	169956806.0	2002	29	children
10907	1971520	Mitchell	1975-09-10		1975	37	crime
10908	6529458	One Body Too Many	1944-11-24		1944	47	family
10909	27909940	First Strike	1996-02-10		1996	6	kill
10910	35537923	Accidental Meeting	1994-03-17		1994	11	children
10911	2222699	Rush Hour 3	2007-07-30	258022233.0	2007	31	crime
10912	8809291	Sometimes They Come Back	1991-05-07		1991	19	death
10913	27877448	Stage Struck	1925-11-16		1925	47	traveling
10914	4083603	Indigo	2008-03-20	1190000.0	2008	12	family
10915	7395236	So Much So Fast	2006-10-09		2006	41	family
10916	11594636	Letty Lynton	1932-05-14		1932	19	home
10917	4087825	American Outlaws	2001-08-17	13342790.0	2001	33	children
10918	1190115	Imagining Argentina	2003-09-12		2003	37	crime
10919	23420246	Revelation	1924-06-23		1924	26	family
10920	294998	Home Alone 2: Lost in New York	1992-11-15	358994850.0	1992	46	traveling
10921	35737836	The Gateway of the Moon	1928-01-01		1928	52	children
10922	4086317	Razorback	1984-11-02		1984	44	kill
10923	18099503	Where Or When	2003-11-16		2003	46	party
10924	736266	Short Circuit	1986-05-09	40697761.0	1986	19	kill
10925	3499995	All of Me	1984-09-21	36403064.0	1984	38	party
10926	34129784	Design for Scandal	1941-12-01		1941	49	wedding
10927	12744854	Meet Nero Wolfe	1936-07-16		1936	29	kill
10928	7036459	Larva	2006-04-02		2006	13	party
10929	27960424	Wild Elephinks	1933-12-29		1933	52	negative_emotion
10930	19839179	The Naked Brothers Band: Operation Mojo	2008-11-22		2008	47	party
10931	518928	Secret Window	2004-03-12	92913171.0	2004	11	traveling
10932	3520860	Quints	2000-08-18		2000	33	children
10933	27466697	The Old Army Game	1943-11-05		1943	44	party
10934	3640928	Between Two Worlds	1944-05-20		1944	20	death
10935	8481	Dressed to Kill	1980-06-23	31899000.0	1980	26	traveling
10936	1370976	Celsius 41.11: The Temperature at Which the Brain... Begins to Die	2004-10-22	93000.0	2004	43	crime
10937	22729553	The Blind Side	2009-11-17	309208309.0	2009	47	family
10938	184158	Iris	2001-12-14	16153953.0	2001	50	family
10939	21062311	The Rock 'n' Roll Dreams of Duncan Christopher	2010-03-27		2010	12	family
10940	27713939	Macho Callahan	1970-08-17		1970	34	crime
10941	24388527	Of Unknown Origin	1983-11-24	1080470.0	1983	47	family
10942	396470	The Banger Sisters	2002-09-08	38068353.0	2002	36	family
10943	878974	Kronos	1957-03-31		1957	13	kill
10944	27737554	Uninvited Guest	1999-06-01		1999	22	wedding
10945	19027884	The Eternal Grind	1916-04-17		1916	16	children
10946	23605553	Demonic Toys: Personal Demons	2009-10-31		2009	44	traveling
10947	6599431	Buddy	1997-06-06	10113400.0	1997	23	children
10948	3667955	Angela's Ashes	1999-12-25	13042112.0	1999	51	children
10949	4143733	The Muse	1999-08-27		1999	34	party
10950	29518461	Shark Night 3D	2011-08-31	40136479.0	2011	35	traveling
10951	765310	Head of State	2003-03-28	38620484.0	2003	13	death
10952	2769128	Goal!	2005-09-29	27610873.0	2005	39	family
10953	5111565	Down Three Dark Streets	1954-09-02		1954	35	crime
10954	16934257	Where Do We Go from Here?	1945-05-23		1945	21	death
10955	28226468	Jungle Gents	1954-09-05		1954	35	children
10956	963052	To Live and Die in L.A.	1985-11-01	17300000.0	1985	44	crime
10957	161882	Cat Ballou	1965-06-24	20000000.0	1965	25	family
10958	474031	Laurel Canyon	2002-05-18	4412203.0	2002	20	wedding
10959	161880	Hud	1963-05-29		1963	22	children
10960	18629144	Phat Beach	1996-08-02	1383553.0	1996	31	party
10961	26839237	Napoleon Blown-Aparte	1966-02-02		1966	5	negative_emotion
10962	2885119	Playtime	1967-12-16		1967	50	traveling
10963	28551215	Blonde Ice	1948-07-24		1948	30	wedding
10964	2933385	Freddy's Dead: The Final Nightmare	1991-09-13	34872033.0	1991	37	children
10965	23934845	Ride Ranger Ride	1936-09-30		1936	40	kill
10966	26839391	Cock-A-Doodle Deux Deux	1966-06-15		1966	24	traveling
10967	7487699	Betty Boop's Hallowe'en Party	1933-11-03		1933	44	party
10968	12213090	Traitor	2008-08-21	27640957.0	2008	34	crime
10969	358363	The Happiest Millionaire	1967-06-23		1967	25	family
10970	18896556	Nobody Runs Forever	1968-08-22	455000.0	1968	34	crime
10971	13455499	Run of the Arrow	1957-09-05		1957	36	family
10972	3237559	The Texas Chainsaw Massacre: The Beginning	2006-10-06	51764406.0	2006	40	home
10973	6043036	The Adventures of the American Rabbit	1986-02-14		1986	7	crime
10974	1850265	Nothing Sacred	1937-11-25		1937	47	party
10975	1400747	School Ties	1992-09-18	14715067.0	1992	38	party
10976	15103329	Over Her Dead Body	2008-02-01	21458111.0	2008	5	wedding
10977	34410222	The Gun	1974-11-13		1974	46	traveling
10978	8749884	Onionhead	1958-10-01		1958	40	crime
10979	23127876	The Blood of Fu Manchu	1968-08-23		1968	34	kill
10980	25708108	Mutiny	1952-03-05		1952	10	death
10981	13555251	Just Another Romantic Wrestling Comedy	2007-04-17		2007	16	children
10982	23974329	His Double Life	1933-12-15		1933	50	children
10983	24505170	Claire Dolan	1998-11-18		1998	47	children
10984	12957045	Everyday People	2004-01-18		2004	3	death
10985	26716550	Valet Girls	1987-01-01		1987	1	wedding
10986	19506776	The Death of Richie	1977-01-10		1977	2	children
10987	15213511	A Quiet Street	1922-12-31		1922	52	children
10988	1798744	Ark	2005-06-02		2005	22	death
10989	16936786	She's Out Of My League	2010-03-11	49219151.0	2010	10	party
10990	1335380	Exodus	1960-12-15		1960	50	crime
10991	14992861	Snow Buddies	2008-02-04		2008	6	children
10992	3768444	Mercenary for Justice	2006-04-25		2006	17	crime
10993	2898154	Ghost Lake	2005-05-17		2005	20	death
10994	1122030	Midnight Run	1988-07-11	81600000.0	1988	28	traveling
10995	3565940	Smart Money	1931-07-11		1931	28	crime
10996	19344346	Stoic	2009-01-01		2009	1	negative_emotion
10997	30729952	Way Out West	1930-08-02	497000.0	1930	31	crime
10998	34508914	Across the Plains	1928-07-27		1928	30	wedding
10999	4485641	Police Academy 4: Citizens on Patrol	1987-04-03	28061343.0	1987	14	crime
11000	4327959	Cactuses	2006-03-15		2006	11	family
11001	14072881	Boys' Reformatory	1939-05-01		1939	18	children
11002	25204669	Meet Boston Blackie	1941-02-20		1941	8	crime
11003	25807103	The Secret Cinema	1968-05-01		1968	18	crime
11004	14054434	The Colony	2013-04-12		2013	15	family
11005	6653265	Delta Force 2: The Colombian Connection	1990-08-24		1990	34	kill
11006	2952273	Danger: Diabolik	1968-01-24		1968	4	death
11007	2251194	The Rainmaker	1956-12-13	2100000.0	1956	50	family
11008	16258792	Broken Vessels	1998-04-18	13493.0	1998	16	traveling
11009	4207567	Nancy Drew	2007-06-15	59666930.0	2007	24	family
11010	1480754	My Dinner with Andre	1981-10-11		1981	41	home
11011	9541205	The Cavern	2005-10-30		2005	43	traveling
11012	22707969	Gidget Grows Up	1969-12-30		1969	1	traveling
11013	18640531	Raid on Rommel	1971-02-12		1971	6	kill
11014	4301557	City on Fire	1979-07-11	784181.0	1979	28	kill
11015	13837647	Four Rode Out	1971-12-11		1971	49	crime
11016	230839	Mickey's Christmas Carol	1983-10-19		1983	42	death
11017	3954948	Strait-Jacket	1964-01-19		1964	3	family
11018	7416992	The Impractical Joker	1937-06-18		1937	24	family
11019	2401502	Omen IV: The Awakening	1991-05-20		1991	21	family
11020	35119673	Superman vs. The Elite	2012-06-12		2012	24	crime
11021	19923267	Saving Milly	2005-03-03		2005	9	death
11022	19495315	The Cuckoos	1930-05-04	863000.0	1930	18	traveling
11023	842974	Our Man Flint	1966-01-16		1966	2	kill
11024	832222	A Thin Line Between Love and Hate	1996-04-03		1996	14	party
11025	3654363	Unfaithfully Yours	1948-11-05		1948	45	family
11026	2194915	Clash by Night	1952-06-16	1500000.0	1952	25	family
11027	832232	10	1979-10-05	74865517.0	1979	40	wedding
11028	14348806	Winter Meeting	1948-04-07	1083000.0	1948	15	home
11029	32165121	Deep Space	1988-05-01		1988	17	negative_emotion
11030	11087534	Icon	2005-05-30		2005	22	crime
