Wikipedia movie ID,Result,Prediction
669546,Non-violent,-1.0
4213213,Non-violent,-1.0
5975925,Non-violent,-1.0
33188670,Non-violent,-1.0
33194261,Non-violent,-1.0
15141609,Non-violent,-1.0
1809414,Violent,1.0
22278706,Violent,1.0
9459007,Non-violent,-1.0
6862788,Non-violent,-1.0
957331,Violent,1.0
4213209,Non-violent,-1.0
28625636,Violent,1.0
3616797,Violent,1.0
13544172,Violent,1.0
975913,Violent,1.0
6804255,Non-violent,-1.0
32726298,Violent,1.0
17733106,Non-violent,-1.0
21751211,Non-violent,-1.0
7211476,Non-violent,-1.0
33759628,Violent,1.0
23691846,Non-violent,-1.0
7404698,Non-violent,-1.0
10508900,Violent,1.0
13995078,Non-violent,-1.0
34556576,Non-violent,-1.0
22301502,Non-violent,-1.0
9231651,Non-violent,-1.0
1837593,Violent,1.0
24162851,Violent,1.0
317647,Violent,1.0
9416837,Violent,1.0
2413574,Violent,1.0
7305989,Violent,1.0
670514,Violent,1.0
5476946,Violent,1.0
17911663,Violent,1.0
31638720,Violent,1.0
273456,Non-violent,-1.0
29164086,Non-violent,-1.0
3177047,Non-violent,-1.0
560449,Violent,1.0
779811,Violent,1.0
4304543,Non-violent,-1.0
34518350,Non-violent,-1.0
5586167,Non-violent,-1.0
36457881,Non-violent,-1.0
1368434,Non-violent,-1.0
1373852,Non-violent,-1.0
13450562,Violent,1.0
560431,Violent,1.0
11250662,Violent,1.0
11449940,Violent,1.0
8133963,Violent,1.0
31520425,Non-violent,-1.0
577152,Violent,1.0
9305503,Non-violent,-1.0
2997355,Non-violent,-1.0
4082935,Violent,1.0
2873612,Violent,1.0
6307083,Non-violent,-1.0
8262659,Non-violent,-1.0
27694453,Violent,1.0
11081144,Violent,1.0
4932114,Violent,1.0
19408520,Non-violent,-1.0
18856160,Non-violent,-1.0
6355228,Violent,1.0
32922108,Violent,1.0
12004855,Violent,1.0
8414188,Violent,1.0
314093,Non-violent,-1.0
18726173,Violent,1.0
103011,Violent,1.0
88678,Violent,1.0
21132353,Non-violent,-1.0
7443928,Non-violent,-1.0
24706815,Non-violent,-1.0
36092739,Violent,1.0
906737,Violent,1.0
5671197,Violent,1.0
164517,Non-violent,-1.0
5184036,Violent,1.0
27250998,Violent,1.0
1653220,Violent,1.0
22682240,Violent,1.0
27081302,Non-violent,-1.0
7142769,Violent,1.0
7661542,Non-violent,-1.0
295973,Violent,1.0
805037,Violent,1.0
1471253,Violent,1.0
13569155,Violent,1.0
21206525,Non-violent,-1.0
15397453,Non-violent,-1.0
3849407,Violent,1.0
22634710,Non-violent,-1.0
6066495,Non-violent,-1.0
8948359,Violent,1.0
22872100,Violent,1.0
5604985,Non-violent,-1.0
537101,Violent,1.0
5447784,Violent,1.0
2210682,Non-violent,-1.0
1204925,Violent,1.0
11265801,Non-violent,-1.0
24480603,Non-violent,-1.0
2262072,Non-violent,-1.0
29423778,Non-violent,-1.0
27954017,Non-violent,-1.0
12138831,Violent,1.0
225481,Violent,1.0
30882696,Non-violent,-1.0
29121790,Violent,1.0
24160921,Non-violent,-1.0
2318313,Non-violent,-1.0
14746837,Non-violent,-1.0
7675727,Non-violent,-1.0
29163831,Non-violent,-1.0
23176853,Non-violent,-1.0
7504323,Non-violent,-1.0
7883438,Violent,1.0
1429140,Non-violent,-1.0
32751209,Violent,1.0
32631391,Violent,1.0
18486103,Violent,1.0
492200,Non-violent,-1.0
1646113,Violent,1.0
19410603,Non-violent,-1.0
15453790,Violent,1.0
34606186,Non-violent,-1.0
7938436,Non-violent,-1.0
15286558,Non-violent,-1.0
4257310,Non-violent,-1.0
5787216,Violent,1.0
8075358,Non-violent,-1.0
14640745,Violent,1.0
21774390,Non-violent,-1.0
28271211,Non-violent,-1.0
89445,Violent,1.0
24818077,Violent,1.0
24981628,Non-violent,-1.0
9049483,Violent,1.0
1466210,Non-violent,-1.0
10943915,Violent,1.0
582398,Non-violent,-1.0
29084258,Non-violent,-1.0
2850308,Non-violent,-1.0
6219956,Violent,1.0
17806123,Non-violent,-1.0
1134919,Violent,1.0
930561,Violent,1.0
3509990,Non-violent,-1.0
12032423,Violent,1.0
2556838,Violent,1.0
11033226,Non-violent,-1.0
6618673,Non-violent,-1.0
7960697,Violent,1.0
29891231,Non-violent,-1.0
13701844,Non-violent,-1.0
3843878,Non-violent,-1.0
21281676,Violent,1.0
9038322,Violent,1.0
1972231,Non-violent,-1.0
6150355,Violent,1.0
19025779,Non-violent,-1.0
6014292,Violent,1.0
21819410,Non-violent,-1.0
23691088,Non-violent,-1.0
34717305,Non-violent,-1.0
33687379,Non-violent,-1.0
3659506,Non-violent,-1.0
770128,Violent,1.0
3565057,Non-violent,-1.0
4032619,Violent,1.0
14055139,Violent,1.0
27914668,Non-violent,-1.0
3050069,Violent,1.0
10507423,Violent,1.0
4021666,Non-violent,-1.0
13049327,Non-violent,-1.0
12328269,Violent,1.0
6883275,Non-violent,-1.0
5134517,Violent,1.0
3192886,Non-violent,-1.0
18978812,Violent,1.0
7504175,Non-violent,-1.0
18178296,Non-violent,-1.0
1618936,Violent,1.0
8444243,Non-violent,-1.0
9280038,Violent,1.0
2338993,Violent,1.0
13911693,Non-violent,-1.0
1707516,Violent,1.0
11410269,Non-violent,-1.0
6776482,Non-violent,-1.0
709510,Violent,1.0
5835745,Non-violent,-1.0
21546442,Violent,1.0
4499305,Non-violent,-1.0
3045845,Violent,1.0
7324665,Non-violent,-1.0
9143742,Violent,1.0
4362641,Violent,1.0
28077528,Non-violent,-1.0
7987599,Non-violent,-1.0
23836054,Violent,1.0
18949667,Violent,1.0
3469003,Non-violent,-1.0
8893825,Violent,1.0
491323,Violent,1.0
2996966,Non-violent,-1.0
30311716,Non-violent,-1.0
22611782,Violent,1.0
17390669,Violent,1.0
2367161,Non-violent,-1.0
19411089,Non-violent,-1.0
8835205,Non-violent,-1.0
14187360,Violent,1.0
161866,Non-violent,-1.0
3590838,Non-violent,-1.0
1045723,Violent,1.0
16888056,Non-violent,-1.0
471755,Violent,1.0
7548126,Violent,1.0
2229894,Non-violent,-1.0
6030583,Violent,1.0
6317013,Non-violent,-1.0
1871602,Non-violent,-1.0
52371,Violent,1.0
3179185,Non-violent,-1.0
26442677,Violent,1.0
74858,Non-violent,-1.0
9222642,Violent,1.0
24544387,Non-violent,-1.0
23941708,Violent,1.0
21764056,Non-violent,-1.0
500622,Non-violent,-1.0
33164810,Non-violent,-1.0
30059575,Non-violent,-1.0
433285,Violent,1.0
29083380,Non-violent,-1.0
26464187,Non-violent,-1.0
5566359,Violent,1.0
12006505,Violent,1.0
23459968,Non-violent,-1.0
2544108,Non-violent,-1.0
24549492,Violent,1.0
26195960,Violent,1.0
10511781,Non-violent,-1.0
1682418,Non-violent,-1.0
29057447,Non-violent,-1.0
430975,Violent,1.0
25616821,Violent,1.0
19672025,Violent,1.0
1031573,Non-violent,-1.0
31644556,Non-violent,-1.0
8284674,Non-violent,-1.0
2324795,Non-violent,-1.0
9264215,Violent,1.0
2122948,Non-violent,-1.0
9566099,Violent,1.0
3978441,Violent,1.0
32646371,Violent,1.0
513090,Violent,1.0
25830343,Non-violent,-1.0
25193383,Violent,1.0
16113015,Non-violent,-1.0
15210434,Non-violent,-1.0
561350,Non-violent,-1.0
26396356,Violent,1.0
24063376,Violent,1.0
74872,Violent,1.0
36154758,Violent,1.0
17016349,Violent,1.0
10878913,Violent,1.0
4362903,Violent,1.0
14609636,Non-violent,-1.0
4979871,Violent,1.0
3306822,Non-violent,-1.0
5577177,Violent,1.0
3257958,Non-violent,-1.0
8418367,Violent,1.0
36060525,Violent,1.0
21810192,Violent,1.0
6049256,Violent,1.0
27970617,Violent,1.0
14942228,Non-violent,-1.0
3645256,Violent,1.0
11744082,Non-violent,-1.0
10274845,Non-violent,-1.0
13736947,Violent,1.0
29561731,Violent,1.0
12296019,Non-violent,-1.0
933321,Violent,1.0
28387289,Violent,1.0
14637197,Non-violent,-1.0
5827982,Non-violent,-1.0
12106715,Violent,1.0
6224371,Non-violent,-1.0
21134123,Violent,1.0
22824908,Violent,1.0
1189721,Violent,1.0
16639443,Violent,1.0
17106047,Non-violent,-1.0
2045037,Non-violent,-1.0
23823721,Violent,1.0
18589876,Violent,1.0
21843425,Violent,1.0
6538127,Violent,1.0
2194169,Violent,1.0
9956825,Non-violent,-1.0
22162979,Violent,1.0
851800,Violent,1.0
5838045,Violent,1.0
6352734,Violent,1.0
24811390,Violent,1.0
26622049,Violent,1.0
7966219,Non-violent,-1.0
10802011,Non-violent,-1.0
27742828,Non-violent,-1.0
5203014,Non-violent,-1.0
3124974,Non-violent,-1.0
10844001,Non-violent,-1.0
3152877,Non-violent,-1.0
584713,Violent,1.0
26762105,Non-violent,-1.0
73930,Violent,1.0
4866535,Non-violent,-1.0
4317070,Violent,1.0
668614,Non-violent,-1.0
15726899,Non-violent,-1.0
4369608,Violent,1.0
2679044,Violent,1.0
6047844,Non-violent,-1.0
3152882,Non-violent,-1.0
35764099,Non-violent,-1.0
6488571,Violent,1.0
961437,Violent,1.0
6551671,Violent,1.0
1330774,Violent,1.0
12138818,Non-violent,-1.0
23791169,Non-violent,-1.0
26328632,Non-violent,-1.0
972816,Non-violent,-1.0
13956883,Non-violent,-1.0
2175661,Non-violent,-1.0
8593082,Violent,1.0
5727920,Violent,1.0
1728600,Violent,1.0
26883454,Violent,1.0
7010510,Non-violent,-1.0
2678092,Non-violent,-1.0
4205606,Non-violent,-1.0
11464717,Non-violent,-1.0
850497,Violent,1.0
2408918,Violent,1.0
2480828,Violent,1.0
4305023,Non-violent,-1.0
12757619,Violent,1.0
35589999,Non-violent,-1.0
4048011,Non-violent,-1.0
76631,Non-violent,-1.0
685977,Non-violent,-1.0
10727249,Violent,1.0
2436901,Non-violent,-1.0
362045,Violent,1.0
6876496,Non-violent,-1.0
20152384,Violent,1.0
29545870,Non-violent,-1.0
8009156,Non-violent,-1.0
2164722,Violent,1.0
7906493,Violent,1.0
15510926,Violent,1.0
1380383,Non-violent,-1.0
31686358,Non-violent,-1.0
8421314,Non-violent,-1.0
24640712,Non-violent,-1.0
16994806,Non-violent,-1.0
12425109,Non-violent,-1.0
12017390,Violent,1.0
14037329,Non-violent,-1.0
3769324,Violent,1.0
2916428,Violent,1.0
2903396,Violent,1.0
1190594,Violent,1.0
5082874,Non-violent,-1.0
3296253,Non-violent,-1.0
19351485,Non-violent,-1.0
18376449,Non-violent,-1.0
7274197,Violent,1.0
23114809,Non-violent,-1.0
9505271,Violent,1.0
2237290,Violent,1.0
20535383,Violent,1.0
12817161,Non-violent,-1.0
20489956,Violent,1.0
32808620,Violent,1.0
3606943,Violent,1.0
23881223,Non-violent,-1.0
17923997,Violent,1.0
4762435,Non-violent,-1.0
11932765,Non-violent,-1.0
5206156,Violent,1.0
12744633,Non-violent,-1.0
73392,Non-violent,-1.0
14711494,Non-violent,-1.0
15565499,Non-violent,-1.0
7190451,Violent,1.0
27995292,Non-violent,-1.0
982199,Non-violent,-1.0
1471636,Violent,1.0
21785792,Non-violent,-1.0
142447,Non-violent,-1.0
2266239,Non-violent,-1.0
946305,Non-violent,-1.0
2322629,Non-violent,-1.0
21375848,Non-violent,-1.0
2735755,Non-violent,-1.0
23176545,Non-violent,-1.0
3643855,Violent,1.0
31699282,Non-violent,-1.0
5453739,Non-violent,-1.0
5583702,Non-violent,-1.0
843289,Violent,1.0
18871379,Non-violent,-1.0
24962629,Violent,1.0
1397377,Non-violent,-1.0
962431,Violent,1.0
1952159,Violent,1.0
29636403,Non-violent,-1.0
2119835,Violent,1.0
2470904,Non-violent,-1.0
6449695,Non-violent,-1.0
213270,Violent,1.0
4871592,Non-violent,-1.0
533515,Violent,1.0
15441884,Non-violent,-1.0
11923262,Violent,1.0
25860552,Violent,1.0
885776,Violent,1.0
73438,Violent,1.0
26067636,Violent,1.0
20529868,Non-violent,-1.0
1688219,Violent,1.0
73437,Non-violent,-1.0
1254902,Violent,1.0
983692,Non-violent,-1.0
1439597,Non-violent,-1.0
11350840,Non-violent,-1.0
13460016,Violent,1.0
61141,Non-violent,-1.0
22906962,Non-violent,-1.0
12163624,Violent,1.0
6967547,Violent,1.0
3813940,Violent,1.0
1160412,Violent,1.0
24355525,Non-violent,-1.0
74971,Non-violent,-1.0
1508868,Violent,1.0
15106432,Non-violent,-1.0
8175422,Non-violent,-1.0
31508731,Non-violent,-1.0
948706,Violent,1.0
15816268,Violent,1.0
1144172,Non-violent,-1.0
12465343,Non-violent,-1.0
2261684,Violent,1.0
17822427,Non-violent,-1.0
620034,Violent,1.0
19011235,Violent,1.0
339403,Violent,1.0
709391,Non-violent,-1.0
23464956,Non-violent,-1.0
1275551,Non-violent,-1.0
657446,Non-violent,-1.0
6759912,Violent,1.0
11137131,Non-violent,-1.0
14713355,Non-violent,-1.0
1006993,Non-violent,-1.0
1845248,Violent,1.0
21832989,Non-violent,-1.0
11400848,Violent,1.0
26292590,Non-violent,-1.0
21254166,Non-violent,-1.0
18890518,Non-violent,-1.0
27686503,Violent,1.0
4829422,Violent,1.0
1025841,Non-violent,-1.0
2093621,Violent,1.0
16340604,Non-violent,-1.0
5111225,Non-violent,-1.0
6127063,Non-violent,-1.0
4195529,Non-violent,-1.0
948548,Violent,1.0
2937356,Violent,1.0
22372556,Violent,1.0
4174550,Violent,1.0
1421256,Non-violent,-1.0
1506960,Non-violent,-1.0
5079650,Non-violent,-1.0
2034460,Violent,1.0
8414299,Violent,1.0
5109756,Violent,1.0
1735236,Violent,1.0
12212954,Non-violent,-1.0
2969247,Violent,1.0
19347897,Non-violent,-1.0
5118109,Non-violent,-1.0
165330,Non-violent,-1.0
702506,Non-violent,-1.0
4781857,Violent,1.0
3365103,Non-violent,-1.0
606121,Non-violent,-1.0
1331578,Violent,1.0
1608670,Violent,1.0
618929,Non-violent,-1.0
670226,Violent,1.0
23731386,Violent,1.0
7171361,Non-violent,-1.0
4167411,Non-violent,-1.0
3419072,Violent,1.0
3647125,Violent,1.0
12515229,Violent,1.0
12580152,Non-violent,-1.0
9085771,Violent,1.0
3556701,Violent,1.0
3303352,Violent,1.0
24962756,Non-violent,-1.0
2156510,Violent,1.0
528256,Non-violent,-1.0
1167186,Violent,1.0
2987094,Violent,1.0
13342762,Non-violent,-1.0
5040274,Non-violent,-1.0
142465,Violent,1.0
1743227,Non-violent,-1.0
6724491,Non-violent,-1.0
725459,Violent,1.0
77619,Violent,1.0
2920404,Non-violent,-1.0
3071743,Violent,1.0
1745296,Violent,1.0
21378128,Violent,1.0
872441,Violent,1.0
1338461,Non-violent,-1.0
12108808,Violent,1.0
2010018,Non-violent,-1.0
25649956,Non-violent,-1.0
6881545,Non-violent,-1.0
11673194,Non-violent,-1.0
1051400,Violent,1.0
32427485,Violent,1.0
1328216,Violent,1.0
6777103,Non-violent,-1.0
73451,Violent,1.0
2068890,Non-violent,-1.0
2838499,Violent,1.0
4273140,Violent,1.0
12152908,Non-violent,-1.0
6910004,Violent,1.0
23181793,Non-violent,-1.0
23150143,Violent,1.0
21001056,Violent,1.0
1558966,Violent,1.0
22214410,Non-violent,-1.0
5080406,Violent,1.0
301798,Violent,1.0
7192628,Non-violent,-1.0
2278187,Violent,1.0
14109092,Non-violent,-1.0
2957019,Violent,1.0
11825918,Non-violent,-1.0
2861847,Non-violent,-1.0
4003996,Non-violent,-1.0
17833519,Non-violent,-1.0
26107470,Non-violent,-1.0
455013,Violent,1.0
11886787,Violent,1.0
19859572,Violent,1.0
32161053,Violent,1.0
2294895,Violent,1.0
10095763,Violent,1.0
8073502,Violent,1.0
2058406,Non-violent,-1.0
3957197,Violent,1.0
11825941,Non-violent,-1.0
30171265,Non-violent,-1.0
9865713,Violent,1.0
31772080,Non-violent,-1.0
30865328,Non-violent,-1.0
2866230,Violent,1.0
5465180,Non-violent,-1.0
2610735,Violent,1.0
15092167,Violent,1.0
474527,Non-violent,-1.0
1377041,Non-violent,-1.0
7153837,Violent,1.0
4130795,Violent,1.0
23420352,Non-violent,-1.0
9110863,Violent,1.0
1343342,Violent,1.0
16171201,Violent,1.0
8687830,Violent,1.0
20907157,Violent,1.0
1908238,Violent,1.0
2039953,Violent,1.0
2465576,Violent,1.0
33537539,Violent,1.0
5637822,Violent,1.0
16434354,Non-violent,-1.0
27649189,Violent,1.0
17949718,Violent,1.0
16171195,Violent,1.0
9321677,Violent,1.0
3827592,Violent,1.0
773501,Violent,1.0
4556334,Violent,1.0
9246760,Non-violent,-1.0
5743048,Non-violent,-1.0
966552,Violent,1.0
2171853,Non-violent,-1.0
26462209,Violent,1.0
339516,Violent,1.0
10318067,Violent,1.0
6133862,Non-violent,-1.0
4518378,Violent,1.0
26619038,Violent,1.0
20556389,Non-violent,-1.0
27365029,Violent,1.0
5017604,Violent,1.0
22703750,Non-violent,-1.0
11541829,Violent,1.0
574768,Non-violent,-1.0
1558226,Violent,1.0
4231,Violent,1.0
3493076,Non-violent,-1.0
1482772,Non-violent,-1.0
7839959,Non-violent,-1.0
949131,Non-violent,-1.0
963023,Violent,1.0
33949342,Non-violent,-1.0
5752544,Violent,1.0
4398217,Non-violent,-1.0
33100124,Non-violent,-1.0
155997,Violent,1.0
2999946,Non-violent,-1.0
6673089,Non-violent,-1.0
3466023,Non-violent,-1.0
6095468,Non-violent,-1.0
5614046,Violent,1.0
20280702,Non-violent,-1.0
25888726,Non-violent,-1.0
125563,Violent,1.0
84931,Violent,1.0
19708587,Non-violent,-1.0
9169723,Non-violent,-1.0
13659818,Non-violent,-1.0
3027693,Non-violent,-1.0
3384409,Violent,1.0
183740,Violent,1.0
32523986,Non-violent,-1.0
5208736,Violent,1.0
12763158,Violent,1.0
307072,Non-violent,-1.0
23417724,Non-violent,-1.0
13093390,Non-violent,-1.0
3143504,Non-violent,-1.0
19842551,Violent,1.0
1999677,Violent,1.0
12360068,Non-violent,-1.0
17418486,Non-violent,-1.0
87983,Violent,1.0
183741,Non-violent,-1.0
9362221,Violent,1.0
1126356,Violent,1.0
14647588,Non-violent,-1.0
1374014,Violent,1.0
3520833,Non-violent,-1.0
1059238,Non-violent,-1.0
6503634,Violent,1.0
666762,Non-violent,-1.0
2877925,Violent,1.0
2229575,Non-violent,-1.0
11020765,Non-violent,-1.0
164411,Violent,1.0
20502309,Violent,1.0
24095018,Non-violent,-1.0
14144391,Violent,1.0
11381825,Violent,1.0
28269,Violent,1.0
6273879,Violent,1.0
1164538,Violent,1.0
4800257,Non-violent,-1.0
10122950,Violent,1.0
1449256,Violent,1.0
2885391,Non-violent,-1.0
9782429,Violent,1.0
7503399,Non-violent,-1.0
8531960,Non-violent,-1.0
1959014,Non-violent,-1.0
5713867,Non-violent,-1.0
6436552,Violent,1.0
11375095,Non-violent,-1.0
28802682,Violent,1.0
10433895,Non-violent,-1.0
16904693,Non-violent,-1.0
12447521,Non-violent,-1.0
19408749,Non-violent,-1.0
25480074,Non-violent,-1.0
20396414,Violent,1.0
28173585,Non-violent,-1.0
8824700,Violent,1.0
26007240,Non-violent,-1.0
1178726,Non-violent,-1.0
4764431,Violent,1.0
1623267,Non-violent,-1.0
11489398,Non-violent,-1.0
2342941,Non-violent,-1.0
5495081,Violent,1.0
12319832,Violent,1.0
6393328,Non-violent,-1.0
2169886,Violent,1.0
15828749,Violent,1.0
372218,Non-violent,-1.0
6738089,Non-violent,-1.0
16672614,Non-violent,-1.0
6790266,Violent,1.0
11436273,Non-violent,-1.0
2220448,Non-violent,-1.0
4598013,Non-violent,-1.0
5274232,Violent,1.0
20991625,Violent,1.0
2092559,Violent,1.0
9613149,Violent,1.0
2265234,Violent,1.0
35131590,Non-violent,-1.0
25542269,Violent,1.0
12685218,Non-violent,-1.0
21951886,Non-violent,-1.0
596119,Non-violent,-1.0
27580963,Non-violent,-1.0
7595825,Violent,1.0
2493307,Violent,1.0
1952976,Violent,1.0
25432148,Non-violent,-1.0
354061,Violent,1.0
23319831,Non-violent,-1.0
19860911,Violent,1.0
16676210,Non-violent,-1.0
34414128,Non-violent,-1.0
11453926,Non-violent,-1.0
14747692,Violent,1.0
14302403,Violent,1.0
7837396,Violent,1.0
29769606,Violent,1.0
12429317,Non-violent,-1.0
7883633,Violent,1.0
37373877,Violent,1.0
24384740,Non-violent,-1.0
7070725,Non-violent,-1.0
25185781,Non-violent,-1.0
36354224,Non-violent,-1.0
932424,Violent,1.0
491757,Violent,1.0
16040190,Non-violent,-1.0
26444528,Non-violent,-1.0
28822768,Non-violent,-1.0
3247979,Non-violent,-1.0
7198945,Non-violent,-1.0
452211,Non-violent,-1.0
4041345,Non-violent,-1.0
29657080,Violent,1.0
775421,Violent,1.0
2933021,Violent,1.0
3048950,Violent,1.0
16334910,Non-violent,-1.0
1931336,Non-violent,-1.0
12527169,Violent,1.0
12044494,Violent,1.0
36025899,Violent,1.0
11805887,Non-violent,-1.0
7210380,Non-violent,-1.0
2380059,Violent,1.0
61483,Non-violent,-1.0
12902613,Violent,1.0
1011167,Violent,1.0
23617312,Violent,1.0
10553349,Non-violent,-1.0
25913752,Violent,1.0
7259476,Violent,1.0
17776062,Non-violent,-1.0
29333295,Violent,1.0
23423159,Non-violent,-1.0
18702022,Non-violent,-1.0
12719322,Violent,1.0
4672611,Non-violent,-1.0
1164497,Non-violent,-1.0
1321819,Violent,1.0
14734214,Non-violent,-1.0
9022958,Violent,1.0
3317165,Violent,1.0
10157628,Violent,1.0
15672850,Non-violent,-1.0
7784456,Non-violent,-1.0
1022323,Violent,1.0
19421454,Non-violent,-1.0
14640866,Non-violent,-1.0
9104429,Non-violent,-1.0
19398925,Non-violent,-1.0
2629975,Violent,1.0
13126825,Non-violent,-1.0
1219214,Violent,1.0
10087485,Violent,1.0
28384803,Violent,1.0
2216381,Non-violent,-1.0
21472992,Violent,1.0
13814145,Non-violent,-1.0
23822007,Violent,1.0
1075228,Non-violent,-1.0
30665001,Violent,1.0
27588976,Violent,1.0
14737096,Violent,1.0
5148614,Violent,1.0
1127093,Violent,1.0
22773038,Violent,1.0
1365621,Violent,1.0
27550497,Violent,1.0
6232030,Non-violent,-1.0
5479998,Violent,1.0
3357705,Non-violent,-1.0
454718,Non-violent,-1.0
14950102,Violent,1.0
754323,Violent,1.0
11750190,Violent,1.0
36306987,Non-violent,-1.0
6030385,Violent,1.0
9979,Non-violent,-1.0
4055736,Violent,1.0
27902470,Non-violent,-1.0
3600059,Non-violent,-1.0
15048916,Non-violent,-1.0
2513971,Non-violent,-1.0
26179719,Non-violent,-1.0
19192760,Non-violent,-1.0
1397198,Non-violent,-1.0
4729,Violent,1.0
25821952,Non-violent,-1.0
241603,Violent,1.0
26347112,Violent,1.0
8570240,Violent,1.0
4728,Violent,1.0
725817,Non-violent,-1.0
92642,Violent,1.0
192461,Violent,1.0
14580095,Violent,1.0
27766591,Violent,1.0
35271106,Non-violent,-1.0
4499436,Non-violent,-1.0
3761238,Violent,1.0
1199985,Non-violent,-1.0
25917299,Non-violent,-1.0
624314,Violent,1.0
10116734,Non-violent,-1.0
18673551,Non-violent,-1.0
3673598,Non-violent,-1.0
4878082,Violent,1.0
1770836,Violent,1.0
8528525,Non-violent,-1.0
6057074,Non-violent,-1.0
444767,Non-violent,-1.0
1356971,Non-violent,-1.0
3790121,Violent,1.0
14652733,Violent,1.0
35574760,Non-violent,-1.0
3744721,Violent,1.0
2198940,Non-violent,-1.0
1750951,Non-violent,-1.0
27459231,Violent,1.0
26392517,Non-violent,-1.0
1234079,Violent,1.0
29489697,Non-violent,-1.0
15453651,Violent,1.0
12213224,Violent,1.0
2061620,Violent,1.0
11613765,Non-violent,-1.0
6610948,Non-violent,-1.0
18394730,Non-violent,-1.0
302757,Non-violent,-1.0
22973813,Non-violent,-1.0
32078032,Non-violent,-1.0
8438951,Violent,1.0
477385,Non-violent,-1.0
6172917,Non-violent,-1.0
2337008,Violent,1.0
25080835,Violent,1.0
2139989,Violent,1.0
14440087,Non-violent,-1.0
9170639,Non-violent,-1.0
13065473,Non-violent,-1.0
9968318,Violent,1.0
31976274,Violent,1.0
779774,Violent,1.0
62121,Violent,1.0
2789767,Violent,1.0
19408460,Non-violent,-1.0
1291429,Non-violent,-1.0
2501528,Violent,1.0
3818389,Violent,1.0
6877206,Non-violent,-1.0
23901126,Non-violent,-1.0
23995955,Non-violent,-1.0
22561914,Violent,1.0
714334,Violent,1.0
436955,Non-violent,-1.0
8224272,Violent,1.0
5880273,Non-violent,-1.0
3739855,Violent,1.0
19290613,Non-violent,-1.0
14615738,Violent,1.0
4071544,Violent,1.0
24315911,Non-violent,-1.0
14229474,Violent,1.0
4305002,Non-violent,-1.0
2570318,Non-violent,-1.0
2667323,Non-violent,-1.0
302797,Non-violent,-1.0
28900800,Non-violent,-1.0
1715414,Violent,1.0
177783,Non-violent,-1.0
20020813,Violent,1.0
2622639,Non-violent,-1.0
68245,Violent,1.0
17922358,Non-violent,-1.0
3529964,Violent,1.0
3329115,Non-violent,-1.0
4544340,Non-violent,-1.0
1922687,Non-violent,-1.0
166813,Violent,1.0
770260,Non-violent,-1.0
798426,Non-violent,-1.0
2001250,Non-violent,-1.0
11464636,Non-violent,-1.0
3607032,Non-violent,-1.0
23943222,Violent,1.0
106328,Violent,1.0
35943142,Violent,1.0
1795394,Non-violent,-1.0
8049233,Non-violent,-1.0
7192807,Non-violent,-1.0
35071703,Non-violent,-1.0
27387205,Violent,1.0
1731114,Non-violent,-1.0
540654,Violent,1.0
7192381,Violent,1.0
6169073,Non-violent,-1.0
7154700,Violent,1.0
65834,Violent,1.0
4784069,Non-violent,-1.0
17715225,Non-violent,-1.0
21450270,Violent,1.0
60174,Violent,1.0
9264265,Non-violent,-1.0
23937456,Violent,1.0
18960947,Violent,1.0
26006495,Violent,1.0
905971,Violent,1.0
1357152,Violent,1.0
6086631,Violent,1.0
22047047,Violent,1.0
25578209,Non-violent,-1.0
9235373,Violent,1.0
448385,Non-violent,-1.0
13076097,Non-violent,-1.0
7987443,Non-violent,-1.0
886698,Violent,1.0
1357149,Violent,1.0
694787,Non-violent,-1.0
905964,Violent,1.0
5877549,Non-violent,-1.0
14368969,Violent,1.0
2456349,Violent,1.0
17830752,Non-violent,-1.0
2631788,Violent,1.0
25442568,Violent,1.0
8513207,Non-violent,-1.0
10621212,Non-violent,-1.0
12786966,Violent,1.0
19344277,Violent,1.0
19408859,Non-violent,-1.0
5836236,Violent,1.0
5096585,Violent,1.0
73372,Non-violent,-1.0
2390396,Violent,1.0
3610464,Violent,1.0
1225570,Non-violent,-1.0
5861532,Non-violent,-1.0
97646,Violent,1.0
2415806,Non-violent,-1.0
5986582,Non-violent,-1.0
551753,Violent,1.0
11677522,Violent,1.0
12232829,Violent,1.0
2991187,Violent,1.0
26640523,Violent,1.0
2245035,Non-violent,-1.0
1605120,Non-violent,-1.0
18639038,Non-violent,-1.0
4673167,Non-violent,-1.0
65436,Violent,1.0
1891886,Violent,1.0
27610095,Non-violent,-1.0
14740242,Non-violent,-1.0
5603632,Non-violent,-1.0
171626,Violent,1.0
19876308,Violent,1.0
33049275,Non-violent,-1.0
839547,Non-violent,-1.0
25595854,Non-violent,-1.0
16731473,Violent,1.0
2409484,Violent,1.0
1475902,Violent,1.0
34130,Violent,1.0
3154829,Violent,1.0
2163703,Violent,1.0
5338254,Violent,1.0
11573895,Violent,1.0
32467498,Violent,1.0
18698642,Non-violent,-1.0
21309110,Non-violent,-1.0
4944673,Violent,1.0
2981197,Non-violent,-1.0
2108776,Violent,1.0
5731328,Violent,1.0
14619627,Non-violent,-1.0
5512355,Non-violent,-1.0
25793288,Violent,1.0
17733263,Non-violent,-1.0
11938659,Non-violent,-1.0
3132637,Non-violent,-1.0
2217144,Non-violent,-1.0
10301454,Non-violent,-1.0
1617607,Violent,1.0
34709092,Non-violent,-1.0
